field_1,s_id,nzsegment,nzreach,nztme,nztmn,long,lat,period,np_id,np_id_name,np_id_units,q_5,q_20,q_25,median,q_75,q_80,q_95,g_540,g_260,ann_max,nof_swim,nof_toxicity,anzg_meet,mci_band,sof,climate,src_of_flw,dominant_landcover,n_values,n_rightcensored,n_leftcensored,dl,al,imputed_lower,imputed_upper,month_ok,quarter_ok,year_ok,c_q_5,c_q_20,c_q_25,c_median,c_q_75,c_q_80,c_q_95,c_ann_max,sid,river,location,sitename,siteid,rcid,councilsiteid,councilsit,landcover,nzmge,nzmgn,anz_dgv_q80,anz_dgv_q20
2961,ES-00061,15301771,15050335,1197285.99996873,4884168.99999738,167.791628968043,-46.0772372324477,2013-2017,TN,Total nitrogen,g/m3,0.225,0.285,0.325,0.73,1.445,1.56,2.2,NA,NA,4.1,NA,NA,Meets,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.225,0.285,0.325,0.73,1.445,1.56,2.2,4.1,NA,Orauea River,Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,ES,Orauea River at Orawia Pukemaori Road,NA,P,2107228,5446229,913,NA
2962,ES-00061,15301771,15050335,1197285.99996873,4884168.99999738,167.791628968043,-46.0772372324477,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.005,0.008,0.008,0.011,0.0135,0.0145,0.023,NA,NA,0.115,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,2,0.004,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.005,0.008,0.008,0.011,0.0135,0.0145,0.023,0.115,NA,Orauea River,Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,ES,Orauea River at Orawia Pukemaori Road,NA,P,2107228,5446229,8,NA
2963,ES-00061,15301771,15050335,1197285.99996873,4884168.99999738,167.791628968043,-46.0772372324477,2013-2017,TP,Total phosphorus,g/m3,0.016,0.021,0.022,0.0275,0.037,0.0425,0.1395,NA,NA,0.49,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.016,0.021,0.022,0.0275,0.037,0.0425,0.1395,0.49,NA,Orauea River,Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,ES,Orauea River at Orawia Pukemaori Road,NA,P,2107228,5446229,14,NA
2964,ES-00061,15301771,15050335,1197285.99996873,4884168.99999738,167.791628968043,-46.0772372324477,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00032,0.00117,0.00154,0.0048,0.0195,0.0235,0.067,NA,NA,0.32,NA,NA,Meets,NA,CD/L,CD,L,Pastoral,60,0,38,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,0.0195,0.0235,0.067,0.32,NA,Orauea River,Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,ES,Orauea River at Orawia Pukemaori Road,NA,P,2107228,5446229,10,NA
2965,ES-00061,15301771,15050335,1197285.99996873,4884168.99999738,167.791628968043,-46.0772372324477,2013-2017,CLAR,Clarity,m,0.192,0.547,0.75,1.13,1.5,1.666,2.228,NA,NA,2.488,NA,NA,Meets,NA,CD/L,CD,L,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.192,0.547,0.75,1.13,1.5,1.666,2.228,2.488,NA,Orauea River,Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,ES,Orauea River at Orawia Pukemaori Road,NA,P,2107228,5446229,NA,0.5
2966,ES-00061,15301771,15050335,1197285.99996873,4884168.99999738,167.791628968043,-46.0772372324477,2013-2017,TURB,Turbidity,NTU,2.2,2.55,2.6,4.3,8,9.2,31,NA,NA,135,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,2.2,2.55,2.6,4.3,8,9.2,31,135,NA,Orauea River,Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,Orauea River at Orawia Pukemaori Road,ES,Orauea River at Orawia Pukemaori Road,NA,P,2107228,5446229,1.3,NA
2967,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,TURB,Turbidity,NTU,0.145,0.35,0.38,0.67,1.32,2.12,11.25,NA,NA,48,NA,NA,Meets,NA,CW/H,CW,H,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.145,0.35,0.38,0.67,1.32,2.12,11.25,48,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,2.4,NA
2968,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,TP,Total phosphorus,g/m3,0.00087,0.00198,0.00315,0.005,0.0075,0.01,0.032,NA,NA,0.21,NA,NA,Meets,NA,CW/H,CW,H,Pastoral,60,0,15,0.004,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.004,<0.004,<0.004,0.005,0.0075,0.01,0.032,0.21,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,16,NA
2969,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.005,0.005,0.005,0.005,0.005,0.005,0.0115,NA,NA,0.077,NA,NA,Meets,NA,CW/H,CW,H,Pastoral,60,0,56,0.01,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,0.0115,0.077,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,6,NA
2970,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,ECOLI,E. coli,cfu/100mL,1.15501,10,10,20,70,87,396,0.0338983050847458,0.0677966101694915,7000,NA,NA,NA,NA,CW/H,CW,H,Pastoral,59,0,9,10,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<10,10,10,20,70,87,396,7000,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,NA,NA
2971,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.002,0.002,0.002,0.002,0.002,0.002,0.0055,NA,NA,0.011,NA,NA,Meets,NA,CW/H,CW,H,Pastoral,60,0,50,0.004,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.004,<0.004,<0.004,<0.004,<0.004,<0.004,0.0055,0.011,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,8,NA
2972,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,TN,Total nitrogen,g/m3,0.38,0.515,0.545,0.65,0.815,0.9,1.46,NA,NA,2.3,NA,NA,Does not meet,NA,CW/H,CW,H,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.38,0.515,0.545,0.65,0.815,0.9,1.46,2.3,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,238,NA
2973,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,CLAR,Clarity,m,0.351,1.423,1.9,3.9,5.27,5.931,9.4705,NA,NA,13,NA,NA,Meets,NA,CW/H,CW,H,Pastoral,59,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.351,1.423,1.9,3.9,5.27,5.931,9.4705,13,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,NA,1.6
2974,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00226,0.00234,0.00243,0.00253,0.00276,0.00276,0.00557,NA,NA,0.0336306605326717,NA,A,NA,NA,CW/H,CW,H,Pastoral,60,0,56,0.00609684192372775,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00609684192372775,<0.00609684192372775,<0.00609684192372775,<0.00609684192372775,<0.00609684192372775,<0.00609684192372775,NA,0.0336306605326717,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,NA,NA
2975,ES-00062,15262148,15026001,1190427.99996619,4944698.9999974,167.754617897032,-45.530665015226,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.235,0.305,0.335,0.49,0.66,0.71,1.2,NA,NA,1.62,NA,A,Does not meet,NA,CW/H,CW,H,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.235,0.305,0.335,0.49,0.66,0.71,1.2,1.62,NA,Whitestone River,d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,Whitestone River d/s Manapouri-Hillside,ES,Whitestone River d/s Manapouri-Hillside,NA,P,2100473,5506747,87,NA
2976,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,CLAR,Clarity,m,0.213,0.34,0.35,0.56,0.8925,0.958,1.124,NA,NA,1.57,NA,NA,Does not meet,NA,CW/L,CW,L,Pastoral,53,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,FALSE,TRUE,FALSE,0.213,0.34,0.35,0.56,0.8925,0.958,1.124,1.57,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,NA,1.4
2977,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00314,0.00703,0.00836,0.021,0.0355,0.037,0.125,NA,NA,0.2,NA,NA,Does not meet,NA,CW/L,CW,L,Pastoral,60,0,21,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,0.021,0.0355,0.037,0.125,0.2,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,9,NA
2978,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.0115,0.0135,0.0145,0.019,0.023,0.024,0.0275,NA,NA,0.03,NA,NA,Does not meet,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0115,0.0135,0.0145,0.019,0.023,0.024,0.0275,0.03,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,11,NA
2979,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,TURB,Turbidity,NTU,4.55,5.75,6.1,10.3,17.75,20.5,78.5,NA,NA,125,NA,NA,Does not meet,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,4.55,5.75,6.1,10.3,17.75,20.5,78.5,125,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,2.3,NA
2980,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,ECOLI,E. coli,cfu/100mL,80,140,170,305,1100,2300,9000,0.333333333333333,0.566666666666667,110000,E,NA,NA,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,80,140,170,305,1100,2300,9000,110000,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,NA,NA
2981,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,TN,Total nitrogen,g/m3,0.865,1.105,1.17,1.44,1.97,2.05,2.95,NA,NA,4,NA,NA,Does not meet,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.865,1.105,1.17,1.44,1.97,2.05,2.95,4,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,272,NA
2982,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00191,0.0036,0.00418,0.00943,0.01548,0.01768,0.05143,NA,NA,0.0822870892005251,NA,B,NA,NA,CW/L,CW,L,Pastoral,60,0,21,0.00609684192372775,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00609684192372775,<0.00609684192372775,<0.00609684192372775,0.00943,0.01548,0.01768,0.05143,0.0822870892005251,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,NA,NA
2983,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,TP,Total phosphorus,g/m3,0.04,0.044,0.046,0.056,0.0765,0.085,0.1995,NA,NA,0.47,NA,NA,Does not meet,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.04,0.044,0.046,0.056,0.0765,0.085,0.1995,0.47,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,18,NA
2984,ES-00064,15320438,15062815,1284558.99999068,4828650.99999863,168.879668108632,-46.6214459867044,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.565,0.785,0.825,1.045,1.44,1.51,1.615,NA,NA,1.79,NA,B,Does not meet,NA,CW/L,CW,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.565,0.785,0.825,1.045,1.44,1.51,1.615,1.79,NA,Tokanui River,Fortrose Otara Road,Tokanui River at Fortrose Otara Road,Tokanui River at Fortrose Otara Road,ES,Tokanui River at Fortrose Otara Road,NA,P,2194199,5390500,170,NA
2985,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,TURB,Turbidity,NTU,1.485,2.1,2.35,3.6,7.1,8.85,26,NA,NA,49,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,1.485,2.1,2.35,3.6,7.1,8.85,26,49,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,1.3,NA
2986,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,TP,Total phosphorus,g/m3,0.0305,0.038,0.0425,0.056,0.08,0.088,0.211,NA,NA,0.45,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0305,0.038,0.0425,0.056,0.08,0.088,0.211,0.45,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,14,NA
2987,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00033,0.00157,0.00219,0.0125,0.0235,0.0415,0.46,NA,NA,0.93,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,26,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,0.0125,0.0235,0.0415,0.46,0.93,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,10,NA
2988,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00059,0.00149,0.00172,0.00678,0.01327,0.02068,0.21271,NA,NA,1.18156506637398,NA,C,NA,NA,CD/L,CD,L,Pastoral,60,0,26,0.0337521560753715,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.0337521560753715,<0.0337521560753715,<0.0337521560753715,<0.0337521560753715,<0.0337521560753715,<0.0337521560753715,0.21271,1.18156506637398,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,NA,NA
2989,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,TN,Total nitrogen,g/m3,3.4,3.65,3.7,4.25,4.95,5.25,7.1,NA,NA,9.3,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,3.4,3.65,3.7,4.25,4.95,5.25,7.1,9.3,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,913,NA
2990,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,ECOLI,E. coli,cfu/100mL,40,110,120,305,800,1500,15500,0.333333333333333,0.583333333333333,130000,E,NA,NA,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,40,110,120,305,800,1500,15500,130000,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,NA,NA
2991,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.0155,0.0225,0.024,0.033,0.0495,0.053,0.1145,NA,NA,0.33,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0155,0.0225,0.024,0.033,0.0495,0.053,0.1145,0.33,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,8,NA
2992,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,CLAR,Clarity,m,0.236,0.6595,0.705,1.055,1.455,1.479,1.855,NA,NA,2.65,NA,NA,Meets,NA,CD/L,CD,L,Pastoral,56,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.236,0.6595,0.705,1.055,1.455,1.479,1.855,2.65,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,NA,0.5
2993,ES-00065,15286902,15040542,1258723.99998636,4909161.99999853,168.60145273655,-45.8863808434473,2013-2017,NO3N,Nitrate-nitrogen,g/m3,2.4,3,3,3.6,4.3,4.5,5.65,NA,NA,7.8,NA,C,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,2.4,3,3,3.6,4.3,4.5,5.65,7.8,NA,Longridge Stream,Sandstone,Longridge Stream at Sandstone,Longridge Stream at Sandstone,ES,Longridge Stream at Sandstone,NA,P,2168600,5470999,265,NA
2994,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00134,0.00211,0.00273,0.00608,0.00848,0.00964,0.02712,NA,NA,0.605569875490898,NA,C,NA,NA,CD/L,CD,L,Pastoral,60,0,28,0.0142357236912528,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.0142357236912528,<0.0142357236912528,<0.0142357236912528,<0.0142357236912528,<0.0142357236912528,<0.0142357236912528,0.02712,0.605569875490898,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,NA,NA
2995,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00098,0.00259,0.00319,0.01,0.015,0.0165,0.051,NA,NA,0.89,NA,NA,Meets,NA,CD/L,CD,L,Pastoral,60,0,28,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,0.01,0.015,0.0165,0.051,0.89,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,10,NA
2996,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.006,0.033,0.0525,0.285,0.7,0.76,1.825,NA,NA,2,NA,B,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.006,0.033,0.0525,0.285,0.7,0.76,1.825,2,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,265,NA
2997,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,TN,Total nitrogen,g/m3,0.195,0.275,0.335,0.815,1.245,1.425,2.7,NA,NA,3.2,NA,NA,Meets,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.195,0.275,0.335,0.815,1.245,1.425,2.7,3.2,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,913,NA
2998,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,TP,Total phosphorus,g/m3,0.017,0.025,0.0265,0.0345,0.048,0.059,0.138,NA,NA,0.28,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.017,0.025,0.0265,0.0345,0.048,0.059,0.138,0.28,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,14,NA
2999,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,ECOLI,E. coli,cfu/100mL,10,60,65,170,850,1100,4250,0.35,0.45,30000,E,NA,NA,NA,CD/L,CD,L,Pastoral,60,0,2,10,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,10,60,65,170,850,1100,4250,30000,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,NA,NA
3000,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.0045,0.0085,0.0095,0.016,0.0205,0.022,0.037,NA,NA,0.08,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0045,0.0085,0.0095,0.016,0.0205,0.022,0.037,0.08,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,8,NA
3001,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,TURB,Turbidity,NTU,1.355,2.5,3.05,5.55,9.5,11.9,24,NA,NA,32,NA,NA,Does not meet,NA,CD/L,CD,L,Pastoral,60,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,1.355,2.5,3.05,5.55,9.5,11.9,24,32,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,1.3,NA
3002,ES-00067,15290864,15043151,1260712.99998676,4902744.99999854,168.622477754027,-45.9449512233652,2013-2017,CLAR,Clarity,m,0.24,0.399,0.4375,0.73,1,1.213,2.2815,NA,NA,3.7,NA,NA,Meets,NA,CD/L,CD,L,Pastoral,49,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,FALSE,TRUE,FALSE,0.24,0.399,0.4375,0.73,1,1.213,2.2815,3.7,NA,North Peak Stream,Waimea Valley Road,North Peak Stream at Waimea Valley Road,North Peak Stream at Waimea Valley Road,ES,North Peak Stream at Waimea Valley Road,NA,P,2170599,5464600,NA,0.5
